,0
5609,Oth abnormal findings on diagnostic imaging of cnsl
5610,OTHER ULCERATIVE COLITIS
5611,"Open bite of nose, initial encounter"
5612,DISRUPTION OF INTERNAL OPERATION (SURGICAL) WOUND
5613,RECUR DISLOCAT-PELVIS
5614,AMPHETAMIN DEPEND-CONTIN
5615,Other microscopic hematuria
5616,1ST DEG BURN HAND-MULT
5617,"Disp fx of shaft of fourth metacarpal bone, right hand, init"
5618,PRICKLY HEAT
5619,"Unsp fracture of unsp acetabulum, init for opn fx"
5620,"Other superficial bite of ankle, left ankle, init encntr"
5621,"Stenosis due to other internal prosth dev/grft, init"
5622,"Other specified injury of right Achilles tendon, init encntr"
5623,"Lac w/o fb of abd wall, left low q w/o penet perit cav, init"
5624,Obstruction of gallbladder
5625,Oth acute skin changes due to ultraviolet radiation
5626,"Enterostomy complication, unspecified"
5627,JOINT EFFUSION-FOREARM
5628,"Unsp inj extn musc/fasc/tend l lit fngr at wrs/hnd lv, init"
5629,"Unsp fx the low end left rad, subs for clos fx w routn heal"
5630,POLYP OF CORPUS UTERI
5631,STEMI involving oth sites
5632,Bursitis of left shoulder
5633,Contact w and exposure to oth viral communicable diseases
5634,Other specified intestinal infections
5635,"Laceration of ulnar artery at wrs/hnd lv of left arm, init"
5636,"Nondisp fx of greater trochanter of left femur, init"
5637,"Crushing injury of left foot, initial encounter"
5638,Cereb infrc d/t unsp occls or stenos of right mid cereb art
5639,"Strain msl/fasc/tnd post grp at thi lev, right thigh, init"
5640,Herpesviral gingivostomatitis and pharyngotonsillitis
5641,SCLEROSING MESENTERITIS
5642,Non-pressure chronic ulcer of right ankle with oth severity
5643,DRUG MENTAL DISORDER NEC
5644,"Post-traumatic stress disorder, unspecified"
5645,"Poisn by analeptics and opioid receptor antag, acc, init"
5646,DISORDERS OF EAR NEC
5647,"Malignant neoplasm of larynx, unspecified"
5648,UPPER RESP DIS NEC/NOS
5649,Acute diastolic (congestive) heart failure
5650,Muscle weakness (generalized)
5651,"Disloc of distal interphaln joint of r little finger, init"
5652,Other insomnia
5653,"Laceration w fb of right eyelid and periocular area, init"
5654,"Leakage of internal prosth dev/grft, init"
5655,"Laceration of radial artery at wrs/hnd lv of right arm, init"
5656,"Abrasion of right upper arm, initial encounter"
5657,KIDNEY INJURY NOS-CLOSED
5658,"Anemia complicating pregnancy, second trimester"
5659,OTHER PSORIASIS
5660,"Benign paroxysmal vertigo, right ear"
5661,Alzheimer's disease with early onset
5662,Pneumonia due to Pseudomonas
5663,ANT DISLOC ELBOW-CLOSED
5664,"Lac w/o fb of l bk wl of thorax w/o penet thor cavity, init"
5665,"Sudden visual loss, right eye"
5666,"Crohn's disease, unspecified, with abscess"
5667,NONTRAUMATIC COMPARTMENT SYNDROME OF UPPER EXTREMITY
5668,LYMPHADENITIS NOS
5669,Polyp of corpus uteri
5670,FAMILY CIRCUMSTANCE NOS
5671,Drug induced fever
5672,"Fracture of manubrium, initial encounter for closed fracture"
5673,"Oth incomplete lesion at C6, init"
5674,FOREIGN BODY IN NOSE
5675,Mydriasis
5676,Other chronic diseases of tonsils and adenoids
5677,"Burn of second degree of back of right hand, init encntr"
5678,MALE GEN VASCUL DIS NEC
5679,CARDIOVAS SYS SYMP NEC
5680,Vitiligo
5681,"Open bite of left index finger w/o damage to nail, init"
5682,AC SPHENOIDAL SINUSITIS
5683,"Oth fracture of upper end of right tibia, init for clos fx"
5684,RENAL ARTERY ANEURYSM
5685,"Open bite of right upper arm, initial encounter"
5686,GENERAL OSTEOARTHROSIS
5687,Non-prs chronic ulcer skin/ sites limited to brkdwn skin
5688,"Laceration of blood vessels at shldr/up arm, right arm, init"
5689,ARTERIOSCLER DEMENT NOS
5690,Esophageal varices with bleeding
5691,"Partial traumatic MCP amputation of left middle finger, init"
5692,"Unsp injury of muscle, fascia and tendon of abdomen, init"
5693,"Disp fx of proximal phalanx of left index finger, init"
5694,OSTEOARTHRO NOS-OTH SITE
5695,"Sunburn, unspecified"
5696,Other specified diseases of gallbladder
5697,COMPRESSION OF VEIN
5698,Progressive supranuclear ophthalmoplegia
5699,"Other sprain of left hip, initial encounter"
5700,Postproc hematoma of a ms structure fol a ms sys procedure
5701,OTHER SPECIFIED DERMATOSES
5702,"Ganglion, right wrist"
5703,"Aortic ectasia, unspecified site"
5704,"Fracture of angle of right mandible, init"
5705,DELIRIUM TREMENS
5706,"Abrasion of vagina and vulva, initial encounter"
5707,Influenza due to unidentified influenza virus w oth manifest
5708,"Oth osteopor w current path fracture, right femur, init"
5709,"LeFort III fracture, initial encounter for closed fracture"
5710,"Acute embolism and thrombosis of tibial vein, bilateral"
5711,"Congenital iodine-deficiency syndrome, myxedematous type"
5712,INJURY PERONEAL NERVE
5713,2ND DEG BURN CHEST WALL
5714,"Unspecified sprain of left little finger, initial encounter"
5715,MONOARTHRITIS NOS-UP/ARM
5716,"Dislocation of tooth, initial encounter"
5717,ANAPHYLACTIC REACTION DUE TO CRUSTACEANS
5718,Other vomiting complicating pregnancy
5719,"Inj unsp musc/fasc/tend at shldr/up arm, right arm, init"
5720,BEN NEO SPINAL MENINGES
5721,Hypotension of hemodialysis
5722,Lymphocytic choriomeningitis
5723,"Abrasion of left wrist, initial encounter"
5724,"Displaced oblique fracture of shaft of right fibula, init"
5725,FRACTURE OF PUBIS-OPEN
5726,"Disp fx of distal phalanx of l rng fngr, init for opn fx"
5727,Fussy infant (baby)
5728,"Fx of skull and facial bones, subs for fx w routn heal"
5729,"Inferior subluxation of left humerus, initial encounter"
5730,SUNBURN
5731,ASY BACTERIURIA-ANTEPART
5732,Postproc hematoma of a circ sys org fol other circ sys proc
5733,"Nondisp fx of proximal phalanx of right index finger, init"
5734,Nontoxic multinodular goiter
5735,"Nondisplaced intertrochanteric fracture of left femur, init"
5736,"Displacement of prosth dev/implnt/grft of genitl trct, init"
5737,HEART CONTUSION-CLOSED
5738,Allergic contact dermatitis due to dyes
5739,DISEASE OF PHARYNX NOS
5740,"Dislocation of l acromioclav jt, 100%-200% displacmnt, init"
5741,SPRAIN OF STERNUM NEC
5742,"Ganglion, left ankle and foot"
5743,"Nondisp transverse fracture of shaft of right fibula, init"
5744,Allergic rhinitis due to animal (cat) (dog) hair and dander
5745,PITUITARY DISORDER NEC
5746,Hordeolum internum right lower eyelid
5747,"Tox eff of corrosv alkalis and alk-like substnc, acc, init"
5748,MOYAMOYA DISEASE
5749,Encntr for surgical aftcr following surgery on the circ sys
5750,DYSPLASIA OF VAGINA
5751,BARBITURAT DEPEND-UNSPEC
5752,"Unilateral primary osteoarthritis, left knee"
5753,CA PROSTATE
5754,"SECONDARY DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED, OR UNSPECIFIED"
5755,Acute epidemic hemorrhagic conjunctivitis (enteroviral)
5756,"Sprain of joints and ligaments of oth prt neck, init encntr"
5757,"Other embolism in pregnancy, first trimester"
5758,"Other specified joint disorders, right hip"
5759,PSYCHOGENIC RESPIR DIS
5760,Fecal urgency
5761,"Other specified arthritis, left hand"
5762,PROTEIN-CAL MALNUTR NOS
5763,AC/SUBAC ENDOCARDIT NOS
5764,"Local-rel symptc epi w simp prt seiz,not ntrct, w/o stat epi"
5765,Human immunodeficiency virus [HIV] disease
5766,Cyst of pancreas
5767,"Laceration w/o foreign body of unsp part of neck, init"
5768,"Adverse effect of other viral vaccines, initial encounter"
5769,"Oth fx upr and low end r fibula, init for opn fx type 3A/B/C"
5770,"Displaced transverse fracture of right acetabulum, init"
5771,OTHER ECTOPIC PREGNANCY WITHOUT INTRAUTERINE PREGNANCY
5772,Schizophreniform disorder
5773,"Other superficial bite of right little finger, init encntr"
5774,PRIM ANGL-CLOS GLAUC NOS
5775,"Burn of other parts of respiratory tract, initial encounter"
5776,Stevens-Johnson syndrome
5777,Other specified disorders of left ear
5778,ABNORMAL FINDINGS NEC
5779,MECHANICAL COMPLIC-COLOST/ENTEROSTOMY
5780,"Poisoning by antiallerg/antiemetic, accidental, init"
5781,TRIGGER FINGER
5782,"Disp fx of shaft of third MC bone, l hand, init for opn fx"
5783,"Fracture of alveolus of right mandible, init"
5784,CHR INTERSTIT CYSTITIS
5785,"Pathological fracture, right fibula, init for fx"
5786,OTHER DISORDER OF URETHRA
5787,"Oth fx lower end of right femur, init for opn fx type I/2"
5788,"Aneurysmal bone cyst, right thigh"
5789,Meningitis due to Lyme disease
5790,"Burn first degree of single l finger except thumb, init"
5791,Acute embolism and thombos unsp deep veins of r low extrem
5792,"Burn of first deg mult sites of right wrist and hand, init"
5793,"Other specified rheumatoid arthritis, unspecified wrist"
5794,"Abrasion of left ring finger, initial encounter"
5795,Hallucinogen abuse w intoxication w perceptual disturbance
5796,"Breakdown of intraperitoneal dialysis catheter, init"
5797,Orthopnea
5798,Allergic contact dermatitis due to other agents
5799,CHR ISCHEMIC HRT DIS NEC
5800,OPEN WOUND OF SCAPULA
5801,"FAMILY HISTORY, GENETIC DISEASE CARRIER"
5802,"Poisoning by antitussives, intentional self-harm, init"
5803,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene
5804,Intrahepatic bile duct carcinoma
5805,ABN FND-CEREBROSPINAL FL
5806,Postproc hemor of a circ sys org fol other circ sys proc
5807,"Retained portions of placenta and membranes, w/o hemorrhage"
5808,Encounter for adjustment and management of implanted devices
5809,Bacteriuria
5810,"Disorder of facial nerve, unspecified"
5811,"Unsp fracture of right talus, init for clos fx"
5812,"Nondisp fx of prox phalanx of l idx fngr, init for opn fx"
5813,"Laceration with foreign body of left forearm, init encntr"
5814,Pre-excitation syndrome
5815,"Posterior dislocation of left humerus, initial encounter"
5816,"Disp fx of glenoid cav of scapula, l shldr, init for opn fx"
5817,LIPOID METABOL DIS NEC
5818,"Other sprain of right elbow, initial encounter"
5819,Abn lev enzymes in specimens from dgstv org/abd cav
5820,"Opioid use, unspecified, uncomplicated"
5821,"Other specified disorders of bone, hand"
5822,"FX MULT PHALAN, HAND-CL"
5823,Other disorders of lacrimal system
5824,"Oth postproc comp and disorders of the ear/mastd, NEC"
5825,"Unqualified visual loss, both eyes"
5826,PREMATURE BEATS NEC
5827,ACUTE IRIDOCYCLITIS NOS
5828,"Disease of Bartholin's gland, unspecified"
5829,"Unsp open wound of l idx fngr w/o damage to nail, subs"
5830,POIS-CORTICOSTEROIDS
5831,"Contus/lac cereb, w LOC of unsp duration, init"
5832,"Fracture of one rib, right side, subs for fx w routn heal"
5833,Other specified hemorrhagic conditions
5834,"ATHEROEMBOLISM, LOWER EXTREMITY"
5835,Unspecified speech disturbances
5836,"Nondisp fx of neck of fourth MC bone, right hand, init"
5837,"Intraop hemor/hemtom of skin, subcu comp a dermatologic proc"
5838,"Laceration of blood vessels at wrs/hnd lv of left arm, init"
5839,"Unsp fx first metacarpal bone, right hand, init for opn fx"
5840,"Strain of musc/tend at lower leg level, unsp leg, init"
5841,CL SKUL BASE FX-BRF COMA
5842,DELIVERY (NORMAL)
5843,"Pnctr w fb of low back and pelv w/o penet retroperiton, init"
5844,POIS-ANALGES/ANTIPYR NOS
5845,"Insect bite (nonvenomous) of right upper arm, init encntr"
5846,DRUG ABUSE NEC-CONTIN
5847,TRAUMATIC COMPARTMENT SYNDROME OF LOWER EXTREMITY
5848,"UNSPECIFIED ADVERSE EFFECT OF UNSPECIFIED DRUG, MEDICINAL AND BIOLOGICAL SUBSTANCE"
5849,DISLOCAT ELBOW NOS-CLOSE
5850,Diseases of the digestive system complicating the puerperium
5851,DEEP DERMATOPHYTOSIS
5852,Other overlap syndromes
5853,Abscess of right external ear
5854,"Puncture wound w/o foreign body, left lower leg, init encntr"
5855,"Strain of musc/fasc/tend at wrs/hnd lv, left hand, init"
5856,Mixed hyperlipidemia
5857,Hyperactive bowel sounds
5858,"Fracture of alveolus of maxilla, init for opn fx"
5859,"Leakage of nephrostomy catheter, initial encounter"
5860,"Hemorrhage due to cardiac prosth dev/grft, initial encounter"
5861,"Other superficial injuries of right thumb, initial encounter"
5862,"URINARY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED"
5863,"Burn of first degree of neck, initial encounter"
5864,"Vitamin A deficiency, unspecified"
5865,"Other superficial bite of oth part of neck, init encntr"
5866,"Disp fx of anterior process of right calcaneus, init"
5867,"Laceration w/o fb of l little finger w damage to nail, init"
5868,"CHR INFLAM NOS, ORBIT"
5869,"Right temporomandibular joint disorder, unspecified"
5870,"Acute serous otitis media, recurrent, left ear"
5871,Aphagia
5872,"Other acute osteomyelitis, left ankle and foot"
5873,"I/I react d/t implanted penile prosthesis, initial encounter"
5874,"Poisoning by calcium-channel blockers, accidental, init"
5875,SYPHILIS NOS
5876,"Disp fx of unsp radial styloid process, init for clos fx"
5877,"Nondisp fx of lateral condyle of left femur, init"
5878,Other secondary thrombocytopenia
5879,Meningitis due to other specified causes
5880,"Oth fracture of T5-T6 vertebra, init for clos fx"
5881,"Strain of unsp msl/tnd at ank/ft level, right foot, init"
5882,"Acute mastoiditis without complications, left ear"
5883,PITYRIASIS VERSICOLOR
5884,"Laceration with foreign body, right ankle, initial encounter"
5885,DELAYED MILESTONES (IN CHILDHOOD)
5886,Other obsessive-compulsive disorder
5887,"Blindness, left eye, normal vision right eye"
5888,Abuse of laxatives
5889,"Traumatic compartment syndrome of left lower extremity, init"
5890,Skin graft (allograft) (autograft) infection
5891,Marasmic kwashiorkor
5892,"Disorder of teeth and supporting structures, unspecified"
5893,"Unsp intracranial injury w/o loss of consciousness, init"
5894,"Infect/inflm reaction due to int fix of site, init"
5895,Cereb infrc due to unsp occls or stenosis of basilar artery
5896,"Acute frontal sinusitis, unspecified"
5897,Other thyrotoxicosis without thyrotoxic crisis or storm
5898,Primary exertional headache
5899,1ST DEG BURN ARM-MULT
5900,"Contusion of unspecified ankle, initial encounter"
5901,Cereb infrc due to unsp occls or stenos of left carotid art
5902,CL SKUL BASE FX/BRF COMA
5903,"Hereditary hemolytic anemia, unspecified"
5904,SIRS of non-infectious origin w/o acute organ dysfunction
5905,ANEMIA-ANTEPARTUM
5906,TOXIC EFF GAS/VAPOR NOS
5907,"Localized swelling, mass and lump, lower limb, bilateral"
5908,"FX NAVICULAR, FOOT-CLOS"
5909,Diffuse cystic mastopathy of left breast
5910,"Acute and chr resp failure, unsp w hypoxia or hypercapnia"
5911,ACUTE DIASTOLIC HEART FAILURE
5912,"Other dislocation of right patella, initial encounter"
5913,Encounter for aftercare following kidney transplant
5914,"Displ trimalleol fx r low leg, init for opn fx type 3A/B/C"
5915,FX HUMERUS NOS-CLOSED
5916,"Unsp injury at C5 level of cervical spinal cord, init encntr"
5917,1ST DEG BURN HEAD-MULT
5918,Non-pressure chronic ulcer of left ankle with unsp severity
5919,"Pathological fracture, pelvis, init encntr for fracture"
5920,"Preterm labor without delivery, third trimester"
5921,Benign neoplasm of left ovary
5922,H ZOSTER COMPLICATED NOS
5923,Abnormal result of other cardiovascular function study
5924,"Enterocolitis due to Clostridium difficile, recurrent"
5925,"Poisoning by antitussives, accidental (unintentional), init"
5926,"Unsp fracture of right lower leg, init for clos fx"
5927,Other rheumatic tricuspid valve diseases
5928,Alcohol induced acute pancreatitis without necrosis or infct
5929,"Burn of first degree of left thigh, initial encounter"
5930,Type 2 diabetes mellitus w diabetic neuropathic arthropathy
5931,Unspecified internal derangement of right knee
5932,Other specified polyneuropathies
5933,Other specified disorders of muscle
5934,MEDIASTINITIS
5935,KIDNEY HEMATOMA-OPEN
5936,LYMPHANGITIS
5937,TOXIC EFF NONPETROL SOLV
5938,"Traum hemor right cerebrum w/o loss of consciousness, init"
5939,EFFECT REDUCED TEMP NEC
5940,"Fatty (change of) liver, not elsewhere classified"
5941,ECHINOCOCC GRANUL LUNG
5942,BRANCHIAL CLEFT CYST
5943,"Disp fx of first metatarsal bone, right foot, init"
5944,"Insect bite (nonvenomous) of unsp back wall of thorax, init"
5945,Hordeolum internum left upper eyelid
5946,"Fracture of other parts of neck, initial encounter"
5947,"Traum hemor left cerebrum w/o loss of consciousness, init"
5948,"Pnctr w fb of l little finger w/o damage to nail, init"
5949,"Spondylosis w/o myelopathy or radiculopathy, cervical region"
5950,Calculus of bile duct w acute cholecystitis w/o obstruction
5951,"Other sprain of right foot, initial encounter"
5952,"Displaced oblique fx shaft of humerus, left arm, init"
5953,ATHEROSCLEROSIS NEC
5954,"Unspecified epiphora, left side"
5955,DIS PHOSPHORUS METABOL
5956,"Laceration without foreign body, left knee, subs encntr"
5957,"Acquired hemolytic anemia, unspecified"
5958,Other internal derangements of left knee
5959,SURG COMPL-HEART
5960,ACHALASIA & CARDIOSPASM
5961,"Laceration of brachial artery, left side, initial encounter"
5962,"Unsp infection of urinary tract in pregnancy, unsp trimester"
5963,INTRA-ABDOM INJ NEC-CLOS
5964,Chronic atrial fibrillation
5965,"Nondisp fx of anterior process of left calcaneus, init"
5966,PLACENTA PREVIA-ANTEPART
5967,DETACHMNT W DEFECT NOS
5968,"Abrasion of right shoulder, initial encounter"
5969,"Other sprain of left elbow, initial encounter"
5970,"Burn of unspecified degree of neck, initial encounter"
5971,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, 2nd tri"
5972,"Displaced unsp fracture of left lesser toe(s), init"
5973,NEUROPATHY DUE TO DRUGS
5974,"Edema of left eye, unspecified eyelid"
5975,"Localized connective tissue disorder, unspecified"
5976,"Poisn by unsp antieplptc and sed-hypntc drugs, slf-hrm, init"
5977,DISLOC CARPOMETACARP-CL
5978,PROTEIN MALNUTRITION
5979,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf"
5980,IMMUNE MECHANISM DIS NEC
5981,"Amenorrhea, unspecified"
5982,"Lacerat extn musc/fasc/tend l mid finger at wrs/hnd lv, init"
5983,Nonpyogenic thrombosis of intracranial venous system
5984,"BIPOL AFF, MIXED-UNSPEC"
5985,OVARIAN HYPERFUNC NEC
5986,TOXIC EFF FISH/SHELLFISH
5987,"OTHER MAJOR PUERPERAL INFECTION, POSTPARTUM CONDITION OR COMPLICATION"
5988,"Abrasion of right wrist, initial encounter"
5989,"Other shoulder lesions, right shoulder"
5990,"Displaced unsp fracture of right lesser toe(s), init"
5991,SPRAIN MEDIAL COLLAT LIG
5992,MECHANICAL COMPLIC OF TRACHEOSTOMY
5993,Embolism and thrombosis of thoracic aorta
5994,Cyst of spleen
5995,Other optic neuritis
5996,Other disorders of lung
5997,"Abrasion, right ankle, initial encounter"
5998,OTHER DISORDERS OF SOFT TISSUE
5999,SKIN HYPERTRO/ATROPH NOS
6000,SWEAT GLAND DISORDER NEC
6001,INJ EXTERN JUGULAR VEIN
6002,Hematometra
6003,"Reiter's disease, left hip"
6004,HEMATOMA AURICLE/PINNA
6005,CYANOSIS
6006,ARTERIAL EMBOLISM NEC
6007,Occlusion and stenosis of bilateral vertebral arteries
6008,Functional dyspepsia
6009,GASTRODUODENAL DIS NEC
6010,EXTRAPYRAMIDAL DIS NOS
6011,"Puncture wound with foreign body of left hand, init encntr"
6012,"Other dislocation of left foot, initial encounter"
6013,GOITER NOS
6014,COLOSTOMY INFECTION
6015,CARDIAC DYSRHYTHMIA NOS
6016,"Idiopathic gout, left wrist"
6017,"Disp fx of prox phalanx of l little finger, init for opn fx"
6018,CONTUSION PERIOCULAR
6019,1ST DEG BURN PALM
6020,"Partial traumatic trnsphal amp of l little finger, init"
6021,KIDNEY HEMATOMA-CLOSED
6022,"Oth nondisp fx of sixth cervical vertebra, init for clos fx"
6023,Neoplasm of unspecified behavior of brain
6024,Acne vulgaris
6025,"Other myositis, other site"
6026,KIDNEY LACERATION-CLOSED
6027,"Puncture wound with foreign body, left foot, init encntr"
6028,INJ NERVE PELV/LEG NEC
6029,ADRENAL DISORDER N0S
6030,"Unsp B-cell lymphoma, extranodal and solid organ sites"
6031,1ST DEG BURN HEAD NOS
6032,ACUTE STRESS REACT NEC
6033,"Oth fx shaft of right tibia, init for opn fx type I/2"
6034,ATHEROSCLEROSIS NOS
6035,"Meniere's disease, unspecified ear"
6036,"Other osteomyelitis, ankle and foot"
6037,EOSINOPHILIC MENINGITIS
6038,EXCESSIVE CRYING OF INFANT (BABY)
6039,PERSONALITY DISORDER NEC
6040,"Lacerat muscles and tendons at ank/ft level, r foot, init"
6041,Disruption of cesarean delivery wound
6042,"HERNIA, SITE NEC W OBSTR"
6043,"Disp fx of proximal phalanx of right thumb, init for opn fx"
6044,"Other diseases of bronchus, not elsewhere classified"
6045,Oth postprocedural complications and disorders of GU sys
6046,ABN TOXICOLOGIC FINDING
6047,REFLUX ESOPHAGITIS
6048,CYSTIC FIBROS W/O ILEUS
6049,CHRONIC PARAMETRITIS
6050,"Laceration w/o fb of unsp finger w/o damage to nail, init"
6051,GLOSSITIS
6052,INFLUENZA DUE TO IDENTIFIED NOVEL INFLUENZA A VIRUS WITH OTHER RESPIRATORY MANIFESTATIONS
6053,MANIC DISORDER-UNSPEC
6054,"Unsp nondisp fx of sixth cervical vertebra, init for clos fx"
6055,"Fracture of symphysis of mandible, init for opn fx"
6056,RETINAL DETACHMENT NEC
6057,"Malignant neoplasm of biliary tract, unspecified"
6058,"Diseases of the dgstv sys comp pregnancy, unsp trimester"
6059,OPN WND KNEE/LEG W TENDN
6060,Acute apical periodontitis of pulpal origin
6061,"Other chronic osteomyelitis, right hand"
6062,Acute cystitis with hematuria
6063,"Disorder of bilirubin metabolism, unspecified"
6064,OTHER SECONDARY THROMBOCYTOPENIA
6065,"Pathological fracture in neoplastic disease, hip, unsp, init"
6066,"3-part fracture of surgical neck of left humerus, init"
6067,Wernicke's encephalopathy
6068,DUODENAL ULCER NOS
6069,"Unsp open wound of r mid finger w/o damage to nail, init"
6070,"Unspecified dislocation of left patella, initial encounter"
6071,"Disp fx of coracoid process, left shoulder, init for opn fx"
6072,"Fracture of unspecified part of body of left mandible, 7thB"
6073,"Sprain of interphalangeal joint of right little finger, init"
6074,"Trochanteric bursitis, right hip"
6075,OSTEOMYELITIS NOS-SHLDER
6076,ARTHROPATHY NEC-L/LEG
6077,"Nondisp avuls fracture (chip fracture) of left talus, init"
6078,SUPERF INJ FOREARM NEC
6079,Aneurysm of artery of upper extremity
6080,"VARIANTS OF MIGRAINE, NOT ELSEWHERE CLASSIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
6081,Other hydrocele
6082,Postproc hemor of right eye and adnexa fol an opth procedure
6083,"Pathological dislocation of left shoulder, NEC"
6084,Benign essential microscopic hematuria
6085,Leukoplakia of vulva
6086,"Partial traumatic trnsphal amp of r little finger, init"
6087,"Other vitreous opacities, right eye"
6088,"Arthritis due to other bacteria, left knee"
6089,Acute parametritis and pelvic cellulitis
6090,"Pregnancy related exhaustion and fatigue, second trimester"
6091,"Insect bite (nonvenomous) of right shoulder, init encntr"
6092,"Testicular pain, unspecified"
6093,POSTOP GI FUNCT DIS NEC
6094,ATHEROSCLEROSIS EXT W/CLAUD
6095,MASTITIS-ANTEPARTUM
6096,Nonobstructive reflux-associated chronic pyelonephritis
6097,Other abnormalities of breathing
6098,PANHYPOPITUITARISM
6099,1ST DEG BURN LEG-MULT
6100,Other shock
6101,Chronic prostatitis
6102,DISC DIS NEC/NOS-THORAC
6103,ACQ HEMOLYTIC ANEMIA NOS
6104,Edema of left orbit
6105,BLADDER CALCULUS NEC
6106,FX METACARP BASE NEC-OPN
6107,"Disorder of white blood cells, unspecified"
6108,Acute transverse myelitis in demyelinating disease of cnsl
6109,MATERNAL COND NOS AFF NB
6110,Contact with and (suspected) exposure to viral hepatitis
6111,"Fracture of unspecified part of body of right mandible, 7thB"
6112,TRAUM PNEUMOHEMOTHOR-OPN
6113,INFECT AND INFLAMM D/T PD CATH
6114,SPON ABORT W HEMORR-COMP
6115,AC ATOPIC CONJUNCTIVITIS
6116,"Bullous myringitis, right ear"
6117,"PRIMARY CENTRAL NERVOUS SYSTEM LYMPHOMA, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES"
6118,LACK OF HOUSING
6119,"Oth nondisp fx of second cervical vertebra, init for clos fx"
6120,URETHRAL CARUNCLE
6121,"Unsp superficial injury of other part of head, init encntr"
6122,"Barton's fracture of right radius, init for clos fx"
6123,"Cannabis use, unspecified, uncomplicated"
6124,Alcohol dependence with other alcohol-induced disorder
6125,"Unsp fx shaft of left femur, subs for clos fx w nonunion"
6126,"Calcaneal spur, right foot"
6127,MALIGNANT NEO LARYNX NOS
6128,CARDIAC PACEMAKER STATUS
6129,COSMETIC DERMATITIS
6130,"Nondisp fx of middle phalanx of left ring finger, init"
6131,Other specified disorders of urethra
6132,TEAR LAT MENISC KNEE-CUR
6133,"Blister (nonthermal) of other part of head, init encntr"
6134,"Burn 1st deg of unsp site right lower limb, ex ank/ft, init"
6135,"CHOLELITH/CHOLEDOCHOLITH, AC CHOLECYS, NO OBS"
6136,"Nonrheumatic pulmonary valve disorder, unspecified"
6137,CHRONIC VENOUS HYPERTENSION WITHOUT COMPLICATIONS
6138,"Poisoning by oth synthetic narcotics, self-harm, init"
6139,"Unspecified open wound, right lower leg, initial encounter"
6140,"Open bite of left thumb without damage to nail, init encntr"
6141,"Poisoning by tricyclic antidepressants, accidental, init"
6142,"Lacerat unsp musc/fasc/tend at forarm lv, left arm, init"
6143,PULMON EMBOL NEC-POSTPAR
6144,OTHER RESPIRATORY COMPLICATIONS
6145,Other specified respiratory disorders
6146,"Puncture wound w/o foreign body of right forearm, init"
6147,"Pressure ulcer of right buttock, stage 4"
6148,AGORAPHOBIA WITH PANIC
6149,CYST OF BONE NOS
6150,HARADA'S DISEASE
6151,"Nondisp fx of distal phalanx of left index finger, init"
6152,"Insect bite (nonvenomous), right thigh, initial encounter"
6153,"Displ seg fx shaft of l tibia, init for opn fx type I/2"
6154,"Nonscarring hair loss, unspecified"
6155,Myotonic muscular dystrophy
6156,Spotted fever due to Rickettsia rickettsii
6157,Other diseases of salivary glands
6158,DISORDER OF THYROID NOS
6159,ABDOMINAL TENDERNESS OTH SITE
6160,RECUR UNIL ING HERN-OBST
6161,FX UPPER ULNA NEC/NOS-CL
6162,"Displacement of int fix of right femur, init"
6163,"Other superficial bite of hand of left hand, init encntr"
6164,"Splenomegaly, not elsewhere classified"
6165,"Other superficial bite of right forearm, initial encounter"
6166,Secondary malignant neoplasm of unspecified site
6167,PRURITUS ANI
6168,"Burn of second degree of left ankle, initial encounter"
6169,Solitary cyst of right breast
6170,"Tinnitus, bilateral"
6171,"Nondisp fx of first metatarsal bone, right foot, init"
6172,"Disp fx of middle phalanx of right lesser toe(s), init"
6173,ANKYLOSING SPONDYLITIS
6174,FX TIBIA W FIB NOS-OPEN
6175,"Cerebral venous thrombosis in pregnancy, first trimester"
6176,"Oth fracture of second thoracic vertebra, init for clos fx"
6177,Mediastinitis
6178,TOX DIF GOITER NO CRISIS
6179,Pyothorax with fistula
6180,INJ NERVE SHLDR/ARM NEC
6181,TONGUE DISORDER NEC
6182,"Transient visual loss, left eye"
6183,"Other chondrocalcinosis, right knee"
6184,MALIGNANT NEOPL RECTUM
6185,Unspecified bacterial pneumonia
6186,FX GR TUBEROS HUMER-OPEN
6187,CONTACT OR EXPOSURE TO MENINGOCOCCUS
6188,"Trigger finger, right ring finger"
6189,Other gonococcal infection of lower genitourinary tract
6190,Diseases of the circ sys complicating the puerperium
6191,"Unspecified cholesteatoma, right ear"
6192,"Disp fx of shaft of first metacarpal bone, left hand, init"
6193,"Other mastoiditis and related conditions, right ear"
6194,Autistic disorder
6195,Chronic obstructive pulmon disease w acute lower resp infct
6196,"Hemorrhage in optic nerve sheath, right eye"
6197,POST DISL PROX TIBIA-CL
6198,"Frostbite with tissue necrosis of left toe(s), init encntr"
6199,CL SKUL VLT FX-DEEP COMA
